,nome,filtro,minucias,nfiq,nfiq2,qmap
1133,f1256_07[BINV].png.min,Binary Invert,91,2,48,2.283447265625
1134,s1290_10[BINV].png.min,Binary Invert,2,5,2,2.125732421875
1135,f1454_08[BINV].png.min,Binary Invert,148,4,15,1.42578125
1136,f1370_05[BINV].png.min,Binary Invert,85,2,43,2.62353515625
1137,f1485_05[TZER].png.min,Thresh to Zero,115,4,16,1.09326171875
1138,s1466_09[TOZI].png.min,Thresh to Zero Invert,238,2,14,2.271240234375
1139,f1284_05[BINA].png.min,Binary,0,2,44,2.43359375
1140,f1477_07[TOZI].png.min,Thresh to Zero Invert,330,3,15,1.20556640625
1141,s1457_09[TZER].png.min,Thresh to Zero,31,2,49,0.797607421875
1142,s1482_03.png.min,No Filter,103,3,30,1.853271484375
1143,f1304_06[BINV].png.min,Binary Invert,81,1,46,1.81396484375
1144,s1453_07[TZER].png.min,Thresh to Zero,92,5,10,1.15283203125
1145,s1486_03[TZER].png.min,Thresh to Zero,0,3,41,1.560791015625
1146,s1305_06.png.min,No Filter,109,2,39,1.72216796875
1147,s1348_01[BINA].png.min,Binary,54,4,13,2.686767578125
1148,f1263_09[TOZI].png.min,Thresh to Zero Invert,271,2,48,1.741943359375
1149,s1335_08[BINV].png.min,Binary Invert,61,3,31,1.605224609375
1150,f1277_08[BINA].png.min,Binary,113,5,13,2.385986328125
1151,f1460_06[BINV].png.min,Binary Invert,115,5,27,3.011474609375
1152,s1353_07[BINA].png.min,Binary,85,3,29,2.550537109375
1153,s1495_10[BINV].png.min,Binary Invert,101,3,33,2.63037109375
1154,s1309_05[TOZI].png.min,Thresh to Zero Invert,170,3,24,1.3828125
1155,f1256_07[TZER].png.min,Thresh to Zero,88,2,12,2.251220703125
1156,s1347_09[TOZI].png.min,Thresh to Zero Invert,330,1,38,2.590087890625
1157,s1350_03[TZER].png.min,Thresh to Zero,77,3,27,1.79296875
1158,s1468_09[BINV].png.min,Binary Invert,110,2,40,2.270263671875
1159,s1263_09[TRUC].png.min,Trunc,147,1,51,1.854736328125
1160,s1375_02[BINA].png.min,Binary,62,3,30,2.606689453125
1161,s1367_02[TOZI].png.min,Thresh to Zero Invert,269,2,25,1.56103515625
1162,s1336_10[TZER].png.min,Thresh to Zero,87,2,42,2.48974609375
1163,f1369_07.png.min,No Filter,122,2,29,2.33056640625
1164,f1484_02[BINA].png.min,Binary,47,2,45,2.353515625
1165,s1371_08.png.min,No Filter,157,4,15,1.38525390625
1166,f1272_01.png.min,No Filter,122,3,50,2.591796875
1167,f1445_10[TZER].png.min,Thresh to Zero,91,4,33,1.294189453125
1168,f1387_02[BINV].png.min,Binary Invert,117,1,43,0.99658203125
1169,s1473_08[TRUC].png.min,Trunc,103,2,46,1.814453125
1170,f1492_09[BINA].png.min,Binary,104,2,20,0.60595703125
1171,s1334_08[TOZI].png.min,Thresh to Zero Invert,231,3,18,0.4296875
1172,f1459_09[TZER].png.min,Thresh to Zero,45,2,31,2.12451171875
1173,s1315_02[TZER].png.min,Thresh to Zero,107,4,31,2.7353515625
1174,f1310_09[TRUC].png.min,Trunc,12,3,31,1.861572265625
1175,f1355_05[TRUC].png.min,Trunc,110,2,54,0.33154296875
1176,f1415_08.png.min,No Filter,136,2,21,0.999267578125
1177,f1297_09[BINA].png.min,Binary,52,3,18,0.721435546875
1178,s1279_08[BINA].png.min,Binary,87,4,14,1.242919921875
1179,f1488_01[TRUC].png.min,Trunc,188,2,38,1.798583984375
1180,f1421_04[TRUC].png.min,Trunc,146,4,11,0.524658203125
1181,f1424_10[TOZI].png.min,Thresh to Zero Invert,250,3,45,2.274169921875
1182,s1496_10[BINA].png.min,Binary,65,2,51,2.1669921875
1183,f1475_09[TRUC].png.min,Trunc,143,3,32,2.16796875
1184,f1469_04[BINA].png.min,Binary,125,2,28,0.42138671875
1185,f1462_09[BINV].png.min,Binary Invert,113,3,21,2.626708984375
1186,f1343_09[TOZI].png.min,Thresh to Zero Invert,332,2,23,1.08935546875
1187,s1265_06[TZER].png.min,Thresh to Zero,59,5,4,1.1962890625
1188,s1417_02[TZER].png.min,Thresh to Zero,92,3,51,0.7275390625
1189,f1319_01[TOZI].png.min,Thresh to Zero Invert,316,1,41,2.4931640625
1190,s1386_01[TRUC].png.min,Trunc,108,3,25,2.82958984375
1191,f1428_07[TRUC].png.min,Trunc,130,2,32,0.44677734375
1192,s1253_03[BINA].png.min,Binary,50,2,44,1.4150390625
1193,s1487_04[TRUC].png.min,Trunc,155,3,39,0.980224609375
1194,s1273_08[TOZI].png.min,Thresh to Zero Invert,201,2,37,1.173583984375
1195,s1400_01[TZER].png.min,Thresh to Zero,104,2,14,1.465087890625
1196,f1349_04[TRUC].png.min,Trunc,111,2,52,1.083251953125
1197,s1416_06[BINA].png.min,Binary,49,3,41,2.618896484375
1198,s1367_02[TRUC].png.min,Trunc,116,5,9,0.73876953125
1199,s1373_10[TRUC].png.min,Trunc,96,5,10,0.682861328125
1200,f1376_08[TRUC].png.min,Trunc,110,2,48,1.745849609375
1201,f1333_08[BINA].png.min,Binary,68,5,19,2.90478515625
1202,f1405_07[BINV].png.min,Binary Invert,87,2,51,0.180419921875
1203,f1287_02[TOZI].png.min,Thresh to Zero Invert,287,3,53,1.134521484375
1204,s1446_03[BINA].png.min,Binary,89,4,29,2.21484375
1205,s1436_09[BINV].png.min,Binary Invert,57,1,46,0.88720703125
1206,s1397_06[BINV].png.min,Binary Invert,1,4,24,1.770751953125
1207,s1371_08[TZER].png.min,Thresh to Zero,3,3,26,2.183349609375
1208,f1432_03[BINV].png.min,Binary Invert,87,2,40,2.1982421875
1209,f1387_02.png.min,No Filter,137,3,29,2.184814453125
1210,f1313_03[TZER].png.min,Thresh to Zero,99,5,14,2.470947265625
1211,s1389_08[TZER].png.min,Thresh to Zero,114,3,28,0.499755859375
1212,s1450_09[TRUC].png.min,Trunc,75,1,58,2.493896484375
1213,s1396_07.png.min,No Filter,161,2,38,0.725830078125
1214,f1376_08[BINV].png.min,Binary Invert,32,3,23,2.194091796875
1215,f1261_07[BINA].png.min,Binary,63,1,47,2.409912109375
1216,s1296_07.png.min,No Filter,119,1,47,1.894287109375
1217,s1298_05[BINA].png.min,Binary,17,2,41,1.817626953125
1218,s1381_01[TOZI].png.min,Thresh to Zero Invert,274,4,21,2.3857421875
1219,f1285_08[TOZI].png.min,Thresh to Zero Invert,182,3,42,3.054931640625
1220,f1361_10[BINV].png.min,Binary Invert,7,2,20,1.87451171875
1221,s1418_10[TZER].png.min,Thresh to Zero,101,3,28,0.73974609375
1222,f1340_01[TRUC].png.min,Trunc,127,5,10,0.697265625
1223,f1340_01[BINA].png.min,Binary,118,3,29,2.361328125
1224,f1411_05[BINA].png.min,Binary,81,2,51,1.1279296875
1225,f1347_09[BINA].png.min,Binary,9,1,53,0.1201171875
1226,s1310_09[TRUC].png.min,Trunc,60,3,39,1.59765625
1227,s1485_05[TZER].png.min,Thresh to Zero,69,3,26,2.522705078125
1228,f1395_02[BINV].png.min,Binary Invert,96,2,27,1.243408203125
1229,f1405_07[TRUC].png.min,Trunc,88,4,16,0.90771484375
1230,f1493_08[BINV].png.min,Binary Invert,94,2,56,2.89111328125
1231,s1251_03.png.min,No Filter,88,3,37,2.959716796875
1232,f1286_04[BINV].png.min,Binary Invert,141,3,8,2.282470703125
1233,s1415_08[BINV].png.min,Binary Invert,0,5,15,1.31591796875
1234,s1322_09[BINA].png.min,Binary,9,1,43,1.909912109375
1235,f1308_07[TRUC].png.min,Trunc,100,3,18,0.39208984375
1236,s1319_01.png.min,No Filter,103,4,23,0.9912109375
1237,s1359_03[TRUC].png.min,Trunc,87,1,52,1.62890625
1238,f1375_02[TZER].png.min,Thresh to Zero,99,3,31,1.531982421875
1239,f1489_04[BINV].png.min,Binary Invert,120,2,43,1.08544921875
1240,f1315_02[TRUC].png.min,Trunc,113,2,21,2.74267578125
1241,s1410_02.png.min,No Filter,94,4,11,0.868896484375
1242,f1358_09.png.min,No Filter,120,5,10,0.880615234375
1243,f1397_06[TZER].png.min,Thresh to Zero,94,1,48,1.292724609375
1244,s1339_04[TZER].png.min,Thresh to Zero,49,3,40,1.818115234375
1245,f1271_08[TZER].png.min,Thresh to Zero,42,1,47,1.327392578125
1246,f1451_06[TZER].png.min,Thresh to Zero,94,5,6,0.43505859375
1247,f1498_03[TRUC].png.min,Trunc,58,4,26,2.615966796875
1248,f1318_05[BINA].png.min,Binary,62,1,49,1.911865234375
1249,f1413_07[TZER].png.min,Thresh to Zero,117,3,18,1.9599609375
1250,s1497_03[TZER].png.min,Thresh to Zero,21,1,36,1.3203125
1251,f1408_03[TZER].png.min,Thresh to Zero,91,2,50,1.30078125
1252,f1382_08[BINA].png.min,Binary,21,2,45,2.055419921875
1253,f1406_03[TOZI].png.min,Thresh to Zero Invert,78,3,23,2.952392578125
1254,s1435_09[TZER].png.min,Thresh to Zero,18,5,13,1.747314453125
1255,f1323_03[TOZI].png.min,Thresh to Zero Invert,189,2,21,0.725341796875
1256,s1300_08[BINV].png.min,Binary Invert,1,3,39,1.715576171875
1257,s1284_05[TZER].png.min,Thresh to Zero,15,1,25,2.2412109375
1258,f1438_09[BINA].png.min,Binary,52,1,52,0.719482421875
1259,f1428_07[BINA].png.min,Binary,48,4,21,0.679931640625
1260,s1400_01[BINV].png.min,Binary Invert,156,2,46,2.5693359375
1261,f1271_08[TRUC].png.min,Trunc,96,3,34,2.257080078125
1262,f1269_04[BINA].png.min,Binary,109,3,20,2.921630859375
1263,s1413_07[TOZI].png.min,Thresh to Zero Invert,190,2,25,2.041015625
1264,s1254_06[TRUC].png.min,Trunc,137,3,6,2.1181640625
1265,s1439_01[BINA].png.min,Binary,114,5,9,2.94189453125
1266,f1300_08.png.min,No Filter,99,3,28,2.7783203125
1267,f1273_08.png.min,No Filter,141,1,57,0.431396484375
1268,f1309_05.png.min,No Filter,136,1,40,0.06884765625
1269,s1349_04[BINA].png.min,Binary,103,5,11,2.72412109375
1270,s1347_09[BINV].png.min,Binary Invert,104,2,38,2.042236328125
1271,s1298_05[TOZI].png.min,Thresh to Zero Invert,220,2,52,2.5146484375
1272,s1429_06[TRUC].png.min,Trunc,111,3,52,2.665771484375
1273,s1363_08[BINA].png.min,Binary,75,3,16,0.860107421875
1274,s1275_02[BINV].png.min,Binary Invert,21,4,14,2.217529296875
1275,s1420_05[TRUC].png.min,Trunc,121,2,33,2.10302734375
1276,f1291_09[TZER].png.min,Thresh to Zero,135,5,3,2.541748046875
1277,f1464_10[BINA].png.min,Binary,60,3,36,2.242431640625
1278,s1477_07[TZER].png.min,Thresh to Zero,99,5,4,0.97314453125
1279,f1290_10[TZER].png.min,Thresh to Zero,22,1,41,1.207275390625
1280,f1355_05[BINA].png.min,Binary,80,3,39,2.44677734375
1281,f1331_04[TRUC].png.min,Trunc,76,5,25,1.90771484375
1282,f1466_09.png.min,No Filter,140,4,15,2.552490234375
1283,f1312_10[TRUC].png.min,Trunc,140,3,27,2.27685546875
1284,f1482_03[BINV].png.min,Binary Invert,37,2,56,0.392822265625
1285,f1334_08.png.min,No Filter,120,4,34,2.00830078125
1286,s1399_06[TRUC].png.min,Trunc,153,3,47,2.987060546875
1287,f1461_07[TRUC].png.min,Trunc,159,2,28,2.520263671875
1288,s1487_04[BINV].png.min,Binary Invert,60,3,32,2.45654296875
1289,s1368_06[TRUC].png.min,Trunc,156,3,9,0.45556640625
1290,s1418_10[BINV].png.min,Binary Invert,75,2,55,2.709716796875
1291,s1370_05[TOZI].png.min,Thresh to Zero Invert,181,4,8,0.397216796875
1292,f1260_04[TRUC].png.min,Trunc,121,2,19,1.552978515625
1293,f1463_02[TRUC].png.min,Trunc,1,3,30,2.732666015625
1294,s1404_09[TOZI].png.min,Thresh to Zero Invert,117,3,26,0.59228515625
1295,f1305_06[TZER].png.min,Thresh to Zero,62,2,28,2.145263671875
1296,f1333_08[TRUC].png.min,Trunc,124,3,18,1.412841796875
1297,s1417_02[TOZI].png.min,Thresh to Zero Invert,270,3,27,0.72705078125
1298,f1357_05.png.min,No Filter,75,3,6,2.471435546875
1299,f1454_08[TOZI].png.min,Thresh to Zero Invert,205,3,16,2.175537109375
1300,f1369_07[BINV].png.min,Binary Invert,93,2,33,2.001708984375
1301,s1434_03[TOZI].png.min,Thresh to Zero Invert,277,4,9,2.34521484375
1302,f1276_01[BINV].png.min,Binary Invert,102,4,28,0.267333984375
1303,s1306_08[TOZI].png.min,Thresh to Zero Invert,121,2,16,1.604736328125
1304,s1273_08[BINV].png.min,Binary Invert,103,3,29,2.543212890625
1305,s1411_05[TZER].png.min,Thresh to Zero,31,1,46,2.46337890625
1306,s1474_04[BINA].png.min,Binary,38,3,21,0.95751953125
1307,f1264_05[TOZI].png.min,Thresh to Zero Invert,190,1,41,1.727294921875
1308,s1448_10[TOZI].png.min,Thresh to Zero Invert,3,1,44,0.1005859375
1309,f1406_03[TRUC].png.min,Trunc,32,3,17,1.53515625
1310,s1372_04[TZER].png.min,Thresh to Zero,76,3,32,2.3623046875
1311,s1323_03.png.min,No Filter,138,3,52,2.734375
1312,s1435_09[TOZI].png.min,Thresh to Zero Invert,182,3,55,0.74755859375
1313,f1374_04[TRUC].png.min,Trunc,131,1,48,0.854248046875
1314,f1409_06[TOZI].png.min,Thresh to Zero Invert,168,1,41,1.880859375
1315,f1259_08[BINA].png.min,Binary,52,3,20,0.506103515625
1316,s1364_05[TOZI].png.min,Thresh to Zero Invert,230,5,16,1.849365234375
1317,f1453_07[TRUC].png.min,Trunc,115,4,19,2.016845703125
1318,f1381_01[TOZI].png.min,Thresh to Zero Invert,358,2,35,2.001953125
1319,f1339_04[TZER].png.min,Thresh to Zero,59,5,9,0.10498046875
1320,s1461_07[TOZI].png.min,Thresh to Zero Invert,214,1,43,2.28515625
1321,s1499_01[BINV].png.min,Binary Invert,72,2,55,2.10595703125
1322,f1306_08.png.min,No Filter,108,1,44,0.720947265625
1323,s1330_03[BINA].png.min,Binary,106,2,31,1.972900390625
1324,f1421_04[TOZI].png.min,Thresh to Zero Invert,234,1,58,0.02587890625
1325,s1254_06[BINA].png.min,Binary,79,4,16,0.402099609375
1326,f1381_01[TRUC].png.min,Trunc,110,2,49,2.421142578125
1327,f1256_07[TRUC].png.min,Trunc,66,3,22,2.614990234375
1328,s1445_10[TZER].png.min,Thresh to Zero,57,5,11,1.47998046875
1329,f1351_05[BINA].png.min,Binary,132,3,34,1.566162109375
1330,f1436_09[TRUC].png.min,Trunc,126,1,49,2.53515625
1331,s1318_05[BINV].png.min,Binary Invert,0,5,13,1.644775390625
1332,f1445_10[TRUC].png.min,Trunc,84,3,27,2.431884765625
1333,f1341_03[TRUC].png.min,Trunc,114,1,46,2.383544921875
1334,f1407_04[TRUC].png.min,Trunc,154,2,31,2.04345703125
1335,f1437_07[BINV].png.min,Binary Invert,29,1,53,2.884765625
1336,f1357_05[TRUC].png.min,Trunc,79,5,8,2.35888671875
1337,f1272_01[TOZI].png.min,Thresh to Zero Invert,105,3,33,1.428955078125
1338,f1373_10[TZER].png.min,Thresh to Zero,76,2,51,2.8310546875
1339,s1436_09[TZER].png.min,Thresh to Zero,41,4,16,2.369873046875
1340,s1427_10[BINA].png.min,Binary,35,4,29,3.042236328125
1341,s1278_06[TZER].png.min,Thresh to Zero,57,4,15,1.247314453125
1342,s1495_10[BINA].png.min,Binary,81,5,12,3.03515625
1343,s1364_05[BINV].png.min,Binary Invert,65,3,22,0.70361328125
1344,f1267_05[BINA].png.min,Binary,91,1,57,3.0595703125
1345,s1279_08[TRUC].png.min,Trunc,127,1,41,0.848876953125
1346,f1346_05.png.min,No Filter,177,3,19,0.064697265625
1347,s1378_08[BINV].png.min,Binary Invert,115,4,19,2.453125
1348,s1378_08[TOZI].png.min,Thresh to Zero Invert,292,3,49,1.85400390625
1349,f1432_03[TZER].png.min,Thresh to Zero,64,3,27,2.046875
1350,s1465_01[BINV].png.min,Binary Invert,93,3,40,2.86083984375
1351,s1396_07[TOZI].png.min,Thresh to Zero Invert,260,1,42,0.94677734375
1352,f1464_10[TZER].png.min,Thresh to Zero,63,2,19,2.383544921875
1353,f1473_08[BINA].png.min,Binary,96,2,29,1.406982421875
1354,s1378_08[TZER].png.min,Thresh to Zero,101,4,18,2.9111328125
1355,s1388_08[BINV].png.min,Binary Invert,121,3,40,2.419189453125
1356,s1421_04[TZER].png.min,Thresh to Zero,25,5,21,2.37109375
1357,s1265_06[BINA].png.min,Binary,63,4,11,1.4033203125
1358,s1335_08[TRUC].png.min,Trunc,159,3,25,2.09423828125
1359,f1306_08[TOZI].png.min,Thresh to Zero Invert,199,3,38,2.76513671875
1360,f1327_08[TOZI].png.min,Thresh to Zero Invert,174,5,21,2.1826171875
1361,f1386_01[TRUC].png.min,Trunc,105,5,8,2.400390625
1362,f1423_10.png.min,No Filter,135,1,43,2.1123046875
1363,f1416_06[BINV].png.min,Binary Invert,87,3,21,1.322265625
1364,s1412_04[TOZI].png.min,Thresh to Zero Invert,130,4,16,2.4404296875
1365,f1298_05[BINA].png.min,Binary,45,3,38,1.150634765625
1366,s1430_05[TRUC].png.min,Trunc,82,3,35,1.665283203125
1367,s1383_03[TZER].png.min,Thresh to Zero,57,4,16,2.5615234375
1368,f1268_02.png.min,No Filter,122,2,14,1.262451171875
1369,f1458_04[TZER].png.min,Thresh to Zero,116,1,47,1.701171875
1370,f1357_05[TOZI].png.min,Thresh to Zero Invert,118,2,55,1.9150390625
1371,f1398_03[TZER].png.min,Thresh to Zero,103,5,29,2.57958984375
1372,s1450_09[TZER].png.min,Thresh to Zero,80,1,46,1.42578125
1373,s1425_01[BINA].png.min,Binary,89,3,25,1.4697265625
1374,s1486_03[TOZI].png.min,Thresh to Zero Invert,196,2,57,0.7890625
1375,s1398_03[TZER].png.min,Thresh to Zero,126,2,36,3.00048828125
1376,f1353_07[TZER].png.min,Thresh to Zero,187,3,45,1.27392578125
1377,s1456_10[TRUC].png.min,Trunc,81,3,27,2.737060546875
1378,s1452_01[TOZI].png.min,Thresh to Zero Invert,193,4,39,2.40478515625
1379,s1444_01.png.min,No Filter,109,3,37,1.98828125
1380,s1361_10[BINV].png.min,Binary Invert,27,2,34,1.814453125
1381,s1428_07[BINV].png.min,Binary Invert,82,2,35,1.424560546875
1382,s1450_09[BINV].png.min,Binary Invert,83,4,8,1.378662109375
1383,s1430_05[BINV].png.min,Binary Invert,84,5,10,1.3466796875
1384,f1432_03.png.min,No Filter,208,3,24,0.11376953125
1385,f1484_02.png.min,No Filter,127,3,22,1.464111328125
1386,s1444_01[TZER].png.min,Thresh to Zero,90,1,52,1.15283203125
1387,s1500_07[BINA].png.min,Binary,83,3,29,1.781494140625
1388,f1469_04[TZER].png.min,Thresh to Zero,169,1,41,2.263671875
1389,f1484_02[TRUC].png.min,Trunc,104,2,47,1.609130859375
1390,s1330_03.png.min,No Filter,116,3,10,2.96337890625
1391,f1496_10[TRUC].png.min,Trunc,176,5,17,1.1064453125
1392,s1356_02[TZER].png.min,Thresh to Zero,67,2,51,1.920654296875
1393,s1360_02[TOZI].png.min,Thresh to Zero Invert,265,5,14,1.485595703125
1394,s1253_03[TZER].png.min,Thresh to Zero,55,3,40,1.18798828125
1395,f1319_01.png.min,No Filter,136,4,12,2.393798828125
1396,f1462_09[TZER].png.min,Thresh to Zero,118,3,21,2.921142578125
1397,s1342_03[BINV].png.min,Binary Invert,70,2,26,0.084716796875
1398,f1282_01[BINA].png.min,Binary,136,4,34,1.39794921875
1399,f1430_05[BINA].png.min,Binary,41,2,41,1.738525390625
1400,f1373_10[TRUC].png.min,Trunc,102,5,5,1.380615234375
1401,f1479_10[BINV].png.min,Binary Invert,23,3,48,1.78466796875
1402,s1445_10.png.min,No Filter,80,4,18,1.391845703125
1403,s1341_03[TOZI].png.min,Thresh to Zero Invert,229,4,36,0.18896484375
1404,s1334_08[TRUC].png.min,Trunc,128,2,27,0.193359375
1405,s1355_05.png.min,No Filter,178,3,28,2.256103515625
1406,s1479_10.png.min,No Filter,138,1,54,1.32568359375
1407,s1287_02[TZER].png.min,Thresh to Zero,115,3,20,2.874755859375
1408,s1304_06[TRUC].png.min,Trunc,163,3,13,2.6904296875
1409,s1430_05[TOZI].png.min,Thresh to Zero Invert,165,1,47,2.321533203125
1410,f1444_01[TZER].png.min,Thresh to Zero,67,2,37,2.71728515625
1411,f1434_03[TZER].png.min,Thresh to Zero,124,4,14,1.510498046875
1412,s1419_05.png.min,No Filter,120,2,47,0.931884765625
1413,f1315_02[TZER].png.min,Thresh to Zero,37,5,8,2.240478515625
1414,f1500_07[TZER].png.min,Thresh to Zero,69,3,29,2.906005859375
1415,s1355_05[BINV].png.min,Binary Invert,128,5,15,2.38232421875
1416,s1294_07[TRUC].png.min,Trunc,17,1,40,2.776611328125
1417,s1263_09[TZER].png.min,Thresh to Zero,31,3,34,1.236328125
1418,f1295_07[TRUC].png.min,Trunc,96,3,35,0.983642578125
1419,s1358_09.png.min,No Filter,47,3,16,0.8173828125
1420,s1379_07.png.min,No Filter,215,1,42,3.0
1421,s1489_04[BINA].png.min,Binary,67,2,50,2.6025390625
1422,s1343_09[TZER].png.min,Thresh to Zero,124,5,16,2.10986328125
1423,s1336_10[TOZI].png.min,Thresh to Zero Invert,239,1,40,1.37939453125
1424,s1428_07.png.min,No Filter,132,3,33,1.14453125
1425,s1259_08.png.min,No Filter,128,2,49,0.6044921875
1426,s1325_03[TOZI].png.min,Thresh to Zero Invert,278,2,22,1.824951171875
1427,f1351_05[BINV].png.min,Binary Invert,151,5,3,1.888427734375
1428,f1451_06[TRUC].png.min,Trunc,170,4,24,2.3662109375
1429,f1479_10[BINA].png.min,Binary,18,5,6,1.139404296875
1430,f1424_10.png.min,No Filter,160,2,44,1.88330078125
1431,f1341_03[BINA].png.min,Binary,100,4,23,2.646728515625
1432,f1471_01[TOZI].png.min,Thresh to Zero Invert,228,3,16,2.3349609375
1433,s1326_07[BINV].png.min,Binary Invert,85,5,13,1.389404296875
1434,f1490_08[BINA].png.min,Binary,81,2,49,1.57373046875
1435,f1346_05[BINA].png.min,Binary,51,1,40,1.416748046875
1436,s1419_05[BINA].png.min,Binary,57,5,6,2.692138671875
1437,s1423_10[TOZI].png.min,Thresh to Zero Invert,242,2,53,2.450439453125
1438,s1460_06[BINV].png.min,Binary Invert,62,4,38,2.84326171875
1439,f1485_05.png.min,No Filter,134,2,36,2.244384765625
1440,s1294_07[BINA].png.min,Binary,87,3,34,1.2802734375
1441,f1298_05[TRUC].png.min,Trunc,93,1,57,1.644287109375
1442,s1372_04[TRUC].png.min,Trunc,128,2,27,0.354736328125
1443,f1393_01[TZER].png.min,Thresh to Zero,141,3,29,2.10302734375
1444,s1493_08[BINV].png.min,Binary Invert,95,3,22,0.03759765625
1445,s1417_02[TRUC].png.min,Trunc,130,5,6,1.39794921875
1446,s1311_06[TZER].png.min,Thresh to Zero,175,3,36,2.30517578125
1447,s1282_01[TZER].png.min,Thresh to Zero,120,1,48,2.89404296875
1448,f1457_09[TRUC].png.min,Trunc,132,2,46,2.2900390625
1449,s1492_09.png.min,No Filter,132,1,59,2.761474609375
1450,s1430_05.png.min,No Filter,100,1,36,2.4306640625
1451,f1328_01[BINV].png.min,Binary Invert,65,1,53,2.58837890625
1452,s1322_09[TOZI].png.min,Thresh to Zero Invert,244,3,47,2.656005859375
1453,f1303_10[TRUC].png.min,Trunc,74,2,30,2.0380859375
1454,f1442_07[TZER].png.min,Thresh to Zero,178,4,27,2.112060546875
1455,s1377_08[TZER].png.min,Thresh to Zero,64,3,30,2.901123046875
1456,f1419_05[TRUC].png.min,Trunc,131,3,41,0.14892578125
1457,s1302_02[BINA].png.min,Binary,108,2,27,1.7802734375
1458,s1343_09[BINA].png.min,Binary,117,4,15,1.148681640625
1459,s1351_05[BINA].png.min,Binary,58,5,4,0.0
1460,s1253_03[BINV].png.min,Binary Invert,57,1,40,2.80712890625
1461,f1262_01.png.min,No Filter,180,1,51,2.42919921875
1462,f1373_10[TOZI].png.min,Thresh to Zero Invert,213,1,46,2.99560546875
1463,s1385_06[BINV].png.min,Binary Invert,146,4,21,2.795166015625
1464,f1377_08[BINV].png.min,Binary Invert,73,2,5,0.469970703125
1465,s1275_02[BINA].png.min,Binary,19,3,18,0.189697265625
1466,s1470_09[BINA].png.min,Binary,63,2,32,2.2099609375
1467,s1344_09.png.min,No Filter,148,2,45,2.635498046875
1468,s1396_07[TRUC].png.min,Trunc,150,3,30,0.9228515625
1469,f1410_02.png.min,No Filter,102,3,7,1.0380859375
1470,f1272_01[TZER].png.min,Thresh to Zero,128,4,9,0.784912109375
1471,s1330_03[BINV].png.min,Binary Invert,119,4,17,2.875244140625
1472,s1366_06[TRUC].png.min,Trunc,118,2,52,2.572265625
1473,f1418_10[BINV].png.min,Binary Invert,67,3,38,0.96630859375
1474,s1407_04[TOZI].png.min,Thresh to Zero Invert,172,3,27,2.253173828125
1475,s1418_10.png.min,No Filter,105,5,12,2.2626953125
1476,s1470_09[TZER].png.min,Thresh to Zero,65,1,28,0.32373046875
