,nome,filtro,minucias,nfiq,nfiq2,qmap
2274,f1272_01[BINV].png.min,Binary Invert,98,5,16,1.044677734375
2275,f1323_03[TZER].png.min,Thresh to Zero,120,2,38,0.33203125
2276,s1331_04[TOZI].png.min,Thresh to Zero Invert,198,2,43,2.223388671875
2277,s1329_10[TOZI].png.min,Thresh to Zero Invert,178,3,18,1.552001953125
2278,s1361_10[TOZI].png.min,Thresh to Zero Invert,206,4,24,1.984619140625
2279,s1282_01[TRUC].png.min,Trunc,57,5,35,2.46875
2280,s1268_02[BINV].png.min,Binary Invert,74,3,32,2.021484375
2281,s1451_06[BINA].png.min,Binary,94,2,22,1.187255859375
2282,f1462_09[BINA].png.min,Binary,114,5,7,2.59765625
2283,s1404_09[TRUC].png.min,Trunc,22,1,44,2.12548828125
2284,s1337_02.png.min,No Filter,133,2,48,0.318359375
2285,s1467_09[TZER].png.min,Thresh to Zero,62,3,18,2.748291015625
2286,s1265_06[TOZI].png.min,Thresh to Zero Invert,311,2,38,2.459228515625
2287,s1340_01[TOZI].png.min,Thresh to Zero Invert,260,3,22,2.27294921875
2288,f1452_01[BINA].png.min,Binary,70,3,40,2.073486328125
2289,s1391_10[TZER].png.min,Thresh to Zero,53,1,53,2.012939453125
2290,s1288_04[TZER].png.min,Thresh to Zero,153,2,38,1.87890625
2291,s1375_02.png.min,No Filter,117,3,38,0.03759765625
2292,s1498_03[TZER].png.min,Thresh to Zero,84,2,37,2.46240234375
2293,f1494_04[TRUC].png.min,Trunc,0,3,43,1.73974609375
2294,s1463_02[TOZI].png.min,Thresh to Zero Invert,269,1,49,2.985107421875
2295,f1360_02[TRUC].png.min,Trunc,94,5,10,2.97607421875
2296,s1384_07[TRUC].png.min,Trunc,133,4,32,1.842041015625
2297,f1473_08.png.min,No Filter,142,2,47,2.112060546875
2298,s1448_10[BINA].png.min,Binary,0,1,44,2.4462890625
2299,s1425_01[BINV].png.min,Binary Invert,101,1,45,0.80615234375
2300,s1281_08[TZER].png.min,Thresh to Zero,6,2,43,2.685791015625
2301,f1267_05[TRUC].png.min,Trunc,58,4,25,3.034912109375
2302,s1488_01[TOZI].png.min,Thresh to Zero Invert,209,5,25,1.783447265625
2303,s1374_04[TZER].png.min,Thresh to Zero,110,3,21,2.455322265625
2304,f1369_07[TOZI].png.min,Thresh to Zero Invert,247,3,41,2.220947265625
2305,f1314_02[TZER].png.min,Thresh to Zero,86,3,23,2.317626953125
2306,f1348_01[BINV].png.min,Binary Invert,124,3,29,2.05810546875
2307,s1296_07[TOZI].png.min,Thresh to Zero Invert,172,2,48,1.829345703125
2308,s1374_04[TOZI].png.min,Thresh to Zero Invert,194,5,27,1.881591796875
2309,s1490_08[TZER].png.min,Thresh to Zero,100,3,40,1.937255859375
2310,f1389_08[TRUC].png.min,Trunc,97,4,8,0.478515625
2311,s1452_01[TZER].png.min,Thresh to Zero,71,3,32,1.310791015625
2312,f1294_07[BINV].png.min,Binary Invert,113,2,46,1.7080078125
2313,f1343_09[TZER].png.min,Thresh to Zero,87,5,4,2.692138671875
2314,s1368_06[TZER].png.min,Thresh to Zero,130,3,26,1.975830078125
2315,s1310_09[TOZI].png.min,Thresh to Zero Invert,193,1,49,0.763427734375
2316,s1344_09[TZER].png.min,Thresh to Zero,112,3,23,1.360107421875
2317,s1476_02[BINA].png.min,Binary,65,3,43,1.83056640625
2318,s1464_10[TRUC].png.min,Trunc,130,2,55,2.128662109375
2319,s1434_03[BINV].png.min,Binary Invert,77,2,49,2.132568359375
2320,f1354_07[TZER].png.min,Thresh to Zero,80,3,17,2.721435546875
2321,f1459_09[BINA].png.min,Binary,51,2,46,1.3427734375
2322,f1426_02[TZER].png.min,Thresh to Zero,122,2,46,2.155517578125
2323,f1320_10[TRUC].png.min,Trunc,23,2,49,2.66357421875
2324,s1297_09[TOZI].png.min,Thresh to Zero Invert,209,3,35,1.50048828125
2325,s1476_02[TZER].png.min,Thresh to Zero,55,2,43,1.411865234375
2326,f1416_06[BINA].png.min,Binary,71,5,4,2.125244140625
2327,f1446_03[BINV].png.min,Binary Invert,89,4,30,2.347900390625
2328,f1280_04[BINV].png.min,Binary Invert,107,4,24,1.214599609375
2329,s1463_02.png.min,No Filter,127,3,45,1.67041015625
2330,s1411_05[BINA].png.min,Binary,27,1,45,1.65380859375
2331,s1336_10[BINV].png.min,Binary Invert,86,5,4,2.208251953125
2332,s1312_10[BINV].png.min,Binary Invert,19,1,53,1.58935546875
2333,s1261_07[BINA].png.min,Binary,54,3,32,0.135498046875
2334,s1281_08.png.min,No Filter,119,4,20,2.649658203125
2335,f1377_08.png.min,No Filter,139,1,31,0.702392578125
2336,s1455_03.png.min,No Filter,97,3,21,1.87890625
2337,f1416_06[TOZI].png.min,Thresh to Zero Invert,316,2,53,2.21435546875
2338,f1495_10[TZER].png.min,Thresh to Zero,108,3,18,0.9912109375
2339,s1354_07[TOZI].png.min,Thresh to Zero Invert,212,3,38,1.761962890625
2340,s1445_10[TRUC].png.min,Trunc,47,3,44,2.5458984375
2341,f1364_05[BINA].png.min,Binary,67,5,18,1.000244140625
2342,s1254_06[BINV].png.min,Binary Invert,79,3,23,2.801025390625
2343,s1252_07.png.min,No Filter,110,5,16,2.3623046875
2344,f1408_03.png.min,No Filter,110,2,56,2.927734375
2345,s1487_04[TOZI].png.min,Thresh to Zero Invert,277,4,13,1.059326171875
2346,f1334_08[TOZI].png.min,Thresh to Zero Invert,255,2,58,2.312744140625
2347,f1375_02[BINV].png.min,Binary Invert,111,1,34,1.63916015625
2348,f1463_02.png.min,No Filter,185,1,49,2.119140625
2349,s1289_09[TZER].png.min,Thresh to Zero,83,5,12,2.544189453125
2350,s1324_08.png.min,No Filter,103,3,27,2.390625
2351,f1476_02[TZER].png.min,Thresh to Zero,88,2,47,2.130126953125
2352,s1481_02[TZER].png.min,Thresh to Zero,131,2,6,2.270263671875
2353,s1290_10[TRUC].png.min,Trunc,108,3,39,1.606201171875
2354,f1412_04[BINV].png.min,Binary Invert,32,2,56,0.357177734375
2355,s1342_03.png.min,No Filter,141,4,20,2.97998046875
2356,f1477_07[TZER].png.min,Thresh to Zero,96,3,41,0.855224609375
2357,s1473_08[TZER].png.min,Thresh to Zero,130,3,16,1.441162109375
2358,f1340_01[TOZI].png.min,Thresh to Zero Invert,245,4,25,0.032958984375
2359,s1317_07.png.min,No Filter,182,2,38,2.39453125
2360,s1294_07.png.min,No Filter,196,5,15,2.78515625
2361,f1268_02[BINA].png.min,Binary,70,2,50,2.84228515625
2362,f1382_08.png.min,No Filter,103,3,34,2.052001953125
2363,s1483_05[TRUC].png.min,Trunc,34,5,6,2.0712890625
2364,f1352_08[TOZI].png.min,Thresh to Zero Invert,237,3,18,1.20556640625
2365,f1272_01[BINA].png.min,Binary,127,2,45,1.5478515625
2366,f1498_03[TOZI].png.min,Thresh to Zero Invert,149,3,27,1.931640625
2367,f1321_06[TZER].png.min,Thresh to Zero,126,3,3,1.606201171875
2368,f1261_07[TOZI].png.min,Thresh to Zero Invert,94,2,21,2.788330078125
2369,f1330_03[TZER].png.min,Thresh to Zero,118,2,28,1.588134765625
2370,f1266_08[TRUC].png.min,Trunc,149,3,20,2.733642578125
2371,s1340_01[TRUC].png.min,Trunc,129,3,44,2.89208984375
2372,f1484_02[BINV].png.min,Binary Invert,60,5,5,1.183349609375
2373,s1402_04[TZER].png.min,Thresh to Zero,71,2,53,2.75634765625
2374,f1319_01[TZER].png.min,Thresh to Zero,89,4,30,0.02978515625
2375,f1358_09[TOZI].png.min,Thresh to Zero Invert,92,1,47,1.903564453125
2376,s1444_01[TOZI].png.min,Thresh to Zero Invert,145,3,15,2.951904296875
2377,s1323_03[TZER].png.min,Thresh to Zero,158,3,24,1.0322265625
2378,f1386_01[BINA].png.min,Binary,74,3,33,2.11669921875
2379,s1436_09[TRUC].png.min,Trunc,153,3,20,1.20263671875
2380,f1480_02[TOZI].png.min,Thresh to Zero Invert,123,3,28,2.248291015625
2381,f1336_10.png.min,No Filter,125,2,8,2.6787109375
2382,s1290_10[TOZI].png.min,Thresh to Zero Invert,133,2,46,1.480224609375
2383,f1386_01[TZER].png.min,Thresh to Zero,79,3,44,2.54541015625
2384,s1457_09.png.min,No Filter,94,3,27,1.02880859375
2385,s1298_05.png.min,No Filter,105,1,55,2.327392578125
2386,s1481_02[BINA].png.min,Binary,129,2,16,1.63916015625
2387,s1262_01[BINA].png.min,Binary,4,4,13,1.9267578125
2388,s1288_04.png.min,No Filter,183,1,54,1.764892578125
2389,f1343_09[TRUC].png.min,Trunc,124,3,24,1.868896484375
2390,f1440_05[TZER].png.min,Thresh to Zero,88,1,51,1.866943359375
2391,s1430_05[BINA].png.min,Binary,68,2,39,1.14453125
2392,s1442_07[TZER].png.min,Thresh to Zero,33,1,55,2.96533203125
2393,s1422_06[TZER].png.min,Thresh to Zero,80,1,50,0.801025390625
2394,f1414_08[TOZI].png.min,Thresh to Zero Invert,300,2,41,0.98876953125
2395,s1486_03[BINV].png.min,Binary Invert,1,3,19,1.242431640625
2396,s1278_06[TRUC].png.min,Trunc,90,2,38,1.853271484375
2397,f1306_08[TZER].png.min,Thresh to Zero,79,3,33,2.52490234375
2398,s1285_08[TOZI].png.min,Thresh to Zero Invert,232,5,5,0.5986328125
2399,s1318_05[TOZI].png.min,Thresh to Zero Invert,154,2,41,0.635498046875
2400,f1367_02[BINA].png.min,Binary,41,4,31,2.5205078125
2401,f1326_07[TZER].png.min,Thresh to Zero,122,1,47,1.541015625
2402,s1456_10.png.min,No Filter,94,3,28,2.291015625
2403,f1332_10[TZER].png.min,Thresh to Zero,96,1,55,1.76318359375
2404,f1366_06.png.min,No Filter,123,1,57,2.0087890625
2405,f1474_04[TOZI].png.min,Thresh to Zero Invert,245,2,18,0.21337890625
2406,f1445_10[BINV].png.min,Binary Invert,87,3,21,1.3984375
2407,f1351_05[TRUC].png.min,Trunc,85,3,21,2.490478515625
2408,f1303_10[TOZI].png.min,Thresh to Zero Invert,139,3,38,1.25244140625
2409,f1335_08[TOZI].png.min,Thresh to Zero Invert,304,3,30,2.27001953125
2410,f1383_03[TZER].png.min,Thresh to Zero,57,5,11,2.59033203125
2411,s1255_07.png.min,No Filter,149,1,39,2.4228515625
2412,f1373_10.png.min,No Filter,102,3,38,1.396240234375
2413,s1399_06[BINV].png.min,Binary Invert,38,3,35,2.782470703125
2414,f1346_05[BINV].png.min,Binary Invert,60,1,32,1.67236328125
2415,s1386_01[BINA].png.min,Binary,102,3,38,1.2783203125
2416,s1353_07[BINV].png.min,Binary Invert,66,3,18,3.18408203125
2417,s1488_01[TRUC].png.min,Trunc,189,2,49,2.244384765625
2418,f1294_07.png.min,No Filter,220,2,39,3.15771484375
2419,f1300_08[BINV].png.min,Binary Invert,99,2,37,0.795654296875
2420,f1311_06[TZER].png.min,Thresh to Zero,135,3,9,0.11865234375
2421,f1333_08[TOZI].png.min,Thresh to Zero Invert,210,2,25,2.140625
2422,f1485_05[BINA].png.min,Binary,100,3,29,1.412841796875
2423,s1295_07[BINV].png.min,Binary Invert,79,3,43,0.964599609375
2424,f1433_07[TOZI].png.min,Thresh to Zero Invert,189,4,18,2.95703125
2425,f1317_07[TZER].png.min,Thresh to Zero,34,3,17,2.650146484375
2426,s1399_06[TZER].png.min,Thresh to Zero,55,3,16,1.984375
2427,f1380_02.png.min,No Filter,126,1,45,1.51025390625
2428,s1271_08[TRUC].png.min,Trunc,127,1,44,0.4072265625
2429,f1444_01[TOZI].png.min,Thresh to Zero Invert,240,3,28,2.271240234375
2430,s1282_01[BINV].png.min,Binary Invert,125,1,56,0.783935546875
2431,f1481_02[BINV].png.min,Binary Invert,136,3,24,1.822998046875
2432,f1401_06[BINV].png.min,Binary Invert,78,2,14,0.412841796875
2433,f1339_04[TRUC].png.min,Trunc,85,3,33,2.95947265625
2434,s1254_06[TZER].png.min,Thresh to Zero,80,4,26,2.4111328125
2435,s1287_02[TRUC].png.min,Trunc,85,1,48,0.18701171875
2436,s1428_07[TRUC].png.min,Trunc,109,3,36,0.00048828125
2437,s1408_03[BINA].png.min,Binary,91,2,48,2.170654296875
2438,s1480_02[BINA].png.min,Binary,40,2,13,0.51611328125
2439,f1465_01[TRUC].png.min,Trunc,126,2,43,2.03759765625
2440,f1444_01[BINA].png.min,Binary,75,3,22,1.926025390625
2441,f1274_04[BINA].png.min,Binary,87,4,6,1.1611328125
2442,f1395_02.png.min,No Filter,102,4,29,1.099365234375
2443,s1472_08.png.min,No Filter,135,4,25,2.34765625
2444,s1258_09[TZER].png.min,Thresh to Zero,105,3,46,1.073486328125
2445,s1291_09[BINA].png.min,Binary,53,3,45,1.624267578125
2446,f1365_07[BINV].png.min,Binary Invert,88,5,25,2.015380859375
2447,f1265_06[BINV].png.min,Binary Invert,145,4,17,1.92822265625
2448,s1307_03[BINA].png.min,Binary,59,4,15,2.2607421875
2449,f1461_07[BINV].png.min,Binary Invert,66,3,25,2.220947265625
2450,f1275_02[TRUC].png.min,Trunc,127,3,43,0.7080078125
2451,f1307_03[TZER].png.min,Thresh to Zero,112,5,10,1.187255859375
2452,f1258_09[TOZI].png.min,Thresh to Zero Invert,212,3,33,1.7763671875
2453,f1261_07[TRUC].png.min,Trunc,4,5,16,1.06396484375
2454,s1438_09[BINA].png.min,Binary,168,5,15,1.45849609375
2455,s1356_02[TRUC].png.min,Trunc,98,2,46,2.886962890625
2456,s1482_03[TOZI].png.min,Thresh to Zero Invert,287,5,14,2.39990234375
2457,f1422_06[BINA].png.min,Binary,84,1,45,2.133544921875
2458,f1391_10[TOZI].png.min,Thresh to Zero Invert,90,3,32,2.8427734375
2459,s1384_07.png.min,No Filter,162,5,26,2.2548828125
2460,s1306_08.png.min,No Filter,85,2,19,0.997802734375
2461,s1466_09[TRUC].png.min,Trunc,161,3,35,1.854736328125
2462,f1313_03[BINA].png.min,Binary,105,4,29,1.442626953125
2463,s1318_05[BINA].png.min,Binary,1,2,35,3.027587890625
2464,s1325_03[TRUC].png.min,Trunc,130,2,15,2.65869140625
2465,f1285_08[TRUC].png.min,Trunc,80,2,44,1.515625
2466,s1407_04[TRUC].png.min,Trunc,111,3,23,1.395263671875
2467,f1308_07[BINV].png.min,Binary Invert,45,1,42,1.70654296875
2468,f1286_04[TOZI].png.min,Thresh to Zero Invert,221,2,17,2.90625
2469,s1431_08[TRUC].png.min,Trunc,165,2,48,0.626708984375
2470,f1251_03[BINV].png.min,Binary Invert,118,4,26,2.5859375
2471,f1332_10[TOZI].png.min,Thresh to Zero Invert,175,2,34,2.21630859375
2472,s1292_07[BINA].png.min,Binary,137,4,15,0.91748046875
2473,f1316_09[BINA].png.min,Binary,76,2,29,0.623291015625
2474,f1455_03[TRUC].png.min,Trunc,72,1,61,2.2861328125
2475,f1356_02[BINV].png.min,Binary Invert,71,4,19,2.853271484375
2476,s1285_08[BINA].png.min,Binary,97,2,51,3.16796875
2477,f1295_07.png.min,No Filter,98,3,18,0.140380859375
2478,f1426_02[BINA].png.min,Binary,95,2,33,1.225830078125
2479,s1302_02.png.min,No Filter,134,5,4,2.874267578125
2480,f1360_02[BINA].png.min,Binary,41,3,23,0.32666015625
2481,f1309_05[BINA].png.min,Binary,50,5,17,1.14453125
2482,f1397_06[TRUC].png.min,Trunc,109,2,48,1.54736328125
2483,f1411_05[TOZI].png.min,Thresh to Zero Invert,225,2,22,1.442626953125
2484,s1313_03[TZER].png.min,Thresh to Zero,60,1,52,1.83203125
2485,f1280_04[BINA].png.min,Binary,138,3,38,1.38818359375
2486,f1374_04[BINV].png.min,Binary Invert,22,1,53,1.370361328125
2487,s1297_09[BINV].png.min,Binary Invert,72,2,52,2.2529296875
2488,f1337_02[TOZI].png.min,Thresh to Zero Invert,90,2,39,1.404541015625
2489,f1429_06.png.min,No Filter,199,2,48,2.665283203125
2490,f1307_03[TRUC].png.min,Trunc,100,3,29,2.553955078125
2491,f1332_10[BINV].png.min,Binary Invert,90,3,27,1.64208984375
2492,f1489_04[TOZI].png.min,Thresh to Zero Invert,234,3,17,1.048095703125
2493,f1439_01[BINV].png.min,Binary Invert,114,1,52,2.146484375
2494,f1310_09.png.min,No Filter,110,3,13,1.039306640625
2495,s1379_07[TOZI].png.min,Thresh to Zero Invert,249,2,50,2.673583984375
2496,f1418_10[TRUC].png.min,Trunc,113,4,30,0.2744140625
2497,s1271_08[BINV].png.min,Binary Invert,92,1,53,0.934814453125
2498,s1423_10[TRUC].png.min,Trunc,194,3,14,2.998046875
2499,s1443_03[TRUC].png.min,Trunc,123,3,41,2.092041015625
2500,f1500_07.png.min,No Filter,78,2,16,2.34423828125
2501,s1316_09[BINV].png.min,Binary Invert,1,3,10,0.05419921875
2502,f1455_03[BINV].png.min,Binary Invert,75,4,17,1.881591796875
2503,s1336_10.png.min,No Filter,152,2,43,1.962158203125
2504,f1388_08[BINA].png.min,Binary,12,4,32,1.588134765625
2505,s1489_04.png.min,No Filter,112,3,25,3.146484375
2506,s1432_03[BINA].png.min,Binary,67,5,3,2.779541015625
2507,f1279_08[BINA].png.min,Binary,143,2,44,2.174072265625
2508,f1384_07.png.min,No Filter,141,3,12,1.822021484375
2509,f1482_03[TRUC].png.min,Trunc,132,4,15,0.97509765625
2510,f1411_05[TRUC].png.min,Trunc,114,3,17,1.247314453125
2511,s1423_10.png.min,No Filter,187,2,25,2.225341796875
2512,s1287_02[BINA].png.min,Binary,124,1,54,1.911865234375
2513,f1359_03.png.min,No Filter,112,2,51,1.442138671875
2514,f1423_10[TRUC].png.min,Trunc,122,4,28,1.32568359375
2515,s1477_07[TOZI].png.min,Thresh to Zero Invert,220,2,35,2.060791015625
2516,f1401_06.png.min,No Filter,100,2,35,1.010498046875
2517,s1471_01[BINV].png.min,Binary Invert,82,4,16,1.43310546875
2518,s1345_06[TRUC].png.min,Trunc,133,2,35,2.581787109375
2519,s1348_01[TZER].png.min,Thresh to Zero,59,1,49,1.645751953125
2520,s1492_09[TRUC].png.min,Trunc,1,3,45,1.25927734375
2521,f1394_07.png.min,No Filter,125,5,3,0.4072265625
2522,s1428_07[TOZI].png.min,Thresh to Zero Invert,260,1,49,3.142822265625
2523,s1426_02[TZER].png.min,Thresh to Zero,86,2,47,1.3837890625
2524,s1402_04.png.min,No Filter,172,2,25,1.536865234375
2525,f1258_09[BINV].png.min,Binary Invert,97,3,29,0.217041015625
2526,s1305_06[TOZI].png.min,Thresh to Zero Invert,207,2,40,2.275634765625
2527,s1314_02[TRUC].png.min,Trunc,106,3,33,2.363525390625
2528,s1334_08[BINA].png.min,Binary,115,1,50,1.37353515625
2529,s1272_01[TZER].png.min,Thresh to Zero,99,3,12,1.89697265625
2530,f1475_09.png.min,No Filter,128,1,49,2.23974609375
2531,f1302_02[BINV].png.min,Binary Invert,103,3,35,1.10302734375
2532,f1330_03[TRUC].png.min,Trunc,89,3,28,1.881103515625
2533,f1422_06[BINV].png.min,Binary Invert,87,3,24,1.72216796875
2534,f1253_03[TZER].png.min,Thresh to Zero,79,2,32,2.6455078125
2535,s1276_01.png.min,No Filter,160,1,49,2.49365234375
2536,f1314_02[BINA].png.min,Binary,85,3,36,0.018798828125
2537,f1491_06[TOZI].png.min,Thresh to Zero Invert,206,2,28,1.52392578125
2538,f1278_06.png.min,No Filter,114,2,55,2.4560546875
2539,s1400_01[TRUC].png.min,Trunc,123,3,17,1.18798828125
2540,s1254_06.png.min,No Filter,138,1,53,0.56787109375
2541,s1256_07[TZER].png.min,Thresh to Zero,103,2,45,2.7265625
2542,f1491_06[BINV].png.min,Binary Invert,119,2,35,1.328125
2543,f1374_04[TZER].png.min,Thresh to Zero,20,3,18,2.176025390625
2544,f1270_02[TRUC].png.min,Trunc,142,2,35,1.24462890625
2545,s1414_08[BINV].png.min,Binary Invert,110,2,42,0.227294921875
2546,s1455_03[TRUC].png.min,Trunc,78,2,21,1.3837890625
2547,s1464_10[BINA].png.min,Binary,30,2,41,0.111572265625
2548,s1386_01.png.min,No Filter,120,3,36,1.527099609375
2549,f1251_03.png.min,No Filter,98,2,10,1.87646484375
2550,s1493_08[TOZI].png.min,Thresh to Zero Invert,177,3,35,2.76416015625
2551,s1413_07[TZER].png.min,Thresh to Zero,19,1,47,0.360107421875
2552,f1252_07[TZER].png.min,Thresh to Zero,141,3,22,1.701904296875
2553,s1425_01[TOZI].png.min,Thresh to Zero Invert,312,1,47,3.10693359375
2554,f1392_10.png.min,No Filter,146,5,8,2.623779296875
2555,s1293_06[BINV].png.min,Binary Invert,149,3,16,2.51416015625
2556,f1375_02[TRUC].png.min,Trunc,106,2,52,1.295654296875
2557,f1462_09.png.min,No Filter,122,1,47,2.601318359375
2558,f1307_03[BINV].png.min,Binary Invert,109,4,14,2.896240234375
2559,f1267_05[TOZI].png.min,Thresh to Zero Invert,159,2,27,1.78466796875
2560,f1465_01[TOZI].png.min,Thresh to Zero Invert,254,2,46,2.021240234375
2561,f1468_09[TRUC].png.min,Trunc,103,2,54,2.541748046875
2562,s1425_01[TRUC].png.min,Trunc,179,3,16,1.897216796875
2563,s1304_06.png.min,No Filter,162,3,4,1.964111328125
2564,s1336_10[BINA].png.min,Binary,75,4,9,2.966064453125
2565,s1457_09[BINV].png.min,Binary Invert,36,2,52,0.23681640625
2566,f1316_09.png.min,No Filter,119,3,23,2.527099609375
2567,s1306_08[BINV].png.min,Binary Invert,81,3,34,1.63818359375
2568,f1303_10.png.min,No Filter,132,4,17,2.140625
2569,f1361_10[BINA].png.min,Binary,7,2,18,1.647216796875
2570,s1460_06[BINA].png.min,Binary,80,4,5,2.5927734375
2571,s1368_06[TOZI].png.min,Thresh to Zero Invert,316,1,52,0.801025390625
2572,s1485_05.png.min,No Filter,111,1,23,1.8486328125
2573,s1485_05[BINV].png.min,Binary Invert,90,4,25,2.16796875
2574,s1283_03[BINV].png.min,Binary Invert,125,2,52,2.48974609375
2575,f1303_10[TZER].png.min,Thresh to Zero,128,4,20,0.22998046875
2576,f1423_10[BINA].png.min,Binary,37,5,11,0.207763671875
2577,f1466_09[BINA].png.min,Binary,116,4,28,1.761474609375
2578,f1458_04[TRUC].png.min,Trunc,78,2,48,1.82666015625
2579,f1301_05[BINV].png.min,Binary Invert,4,2,35,2.666259765625
2580,f1288_04[TRUC].png.min,Trunc,50,2,60,1.26806640625
2581,f1449_07[BINA].png.min,Binary,62,3,29,1.393798828125
2582,f1398_03[BINA].png.min,Binary,108,2,30,2.684814453125
2583,f1344_09[TZER].png.min,Thresh to Zero,98,1,49,2.433349609375
2584,f1431_08[TRUC].png.min,Trunc,65,2,33,1.858154296875
2585,s1364_05[TZER].png.min,Thresh to Zero,60,1,54,2.871337890625
2586,s1456_10[TZER].png.min,Thresh to Zero,59,5,18,2.9375
2587,s1259_08[TZER].png.min,Thresh to Zero,79,3,42,1.901123046875
2588,f1425_01[TZER].png.min,Thresh to Zero,127,4,30,2.28173828125
2589,s1397_06[BINA].png.min,Binary,2,5,44,1.9091796875
2590,s1354_07[TRUC].png.min,Trunc,119,5,9,1.38818359375
2591,f1469_04[BINV].png.min,Binary Invert,127,2,45,2.820068359375
2592,f1467_09[TOZI].png.min,Thresh to Zero Invert,297,3,32,2.809326171875
2593,s1409_06[TZER].png.min,Thresh to Zero,121,2,43,1.676025390625
2594,s1324_08[BINA].png.min,Binary,69,1,29,2.007080078125
2595,f1334_08[TZER].png.min,Thresh to Zero,73,1,32,0.38037109375
2596,s1442_07[TOZI].png.min,Thresh to Zero Invert,256,3,43,1.666259765625
2597,s1359_03[TOZI].png.min,Thresh to Zero Invert,212,3,26,1.65771484375
2598,s1301_05[BINV].png.min,Binary Invert,86,2,43,1.76171875
2599,f1291_09[TRUC].png.min,Trunc,51,1,39,1.135498046875
2600,s1299_07[TZER].png.min,Thresh to Zero,45,1,43,2.39208984375
2601,f1465_01[BINA].png.min,Binary,92,3,44,2.421875
2602,s1296_07[BINA].png.min,Binary,1,3,40,0.447265625
2603,s1343_09.png.min,No Filter,115,3,42,2.082275390625
2604,f1464_10.png.min,No Filter,67,4,15,2.3095703125
2605,s1358_09[BINV].png.min,Binary Invert,10,4,29,1.57958984375
2606,s1334_08[BINV].png.min,Binary Invert,121,3,40,1.9423828125
2607,s1463_02[TZER].png.min,Thresh to Zero,101,2,38,2.91943359375
2608,f1270_02[TZER].png.min,Thresh to Zero,93,3,35,1.595458984375
2609,f1492_09[TZER].png.min,Thresh to Zero,129,5,2,1.413330078125
2610,s1268_02[TRUC].png.min,Trunc,112,4,16,2.029541015625
2611,f1373_10[BINA].png.min,Binary,72,1,45,1.024169921875
2612,f1474_04[BINA].png.min,Binary,42,1,53,2.034912109375
2613,f1404_09.png.min,No Filter,151,1,52,0.702392578125
2614,s1438_09[TRUC].png.min,Trunc,119,4,21,2.095458984375
2615,s1453_07[BINA].png.min,Binary,101,2,51,2.5263671875
2616,s1282_01[BINA].png.min,Binary,119,2,39,2.24951171875
2617,s1253_03[TOZI].png.min,Thresh to Zero Invert,325,3,26,2.2275390625
2618,s1258_09[BINV].png.min,Binary Invert,91,2,54,0.420654296875
2619,f1468_09[BINV].png.min,Binary Invert,105,2,36,2.787353515625
2620,s1414_08[TOZI].png.min,Thresh to Zero Invert,153,5,13,2.6806640625
2621,f1304_06[TRUC].png.min,Trunc,58,3,19,1.726318359375
2622,s1322_09.png.min,No Filter,162,2,43,2.127197265625
2623,s1401_06[TRUC].png.min,Trunc,157,3,21,2.38037109375
2624,f1496_10[TZER].png.min,Thresh to Zero,37,3,9,2.04931640625
2625,f1283_03[BINA].png.min,Binary,152,4,14,2.697509765625
2626,f1363_08[TOZI].png.min,Thresh to Zero Invert,133,4,255,0.860107421875
2627,f1441_02[BINA].png.min,Binary,106,3,23,1.985595703125
2628,s1337_02[TRUC].png.min,Trunc,87,2,39,2.826904296875
2629,f1301_05[BINA].png.min,Binary,4,3,23,1.548828125
2630,f1396_07.png.min,No Filter,152,3,47,2.560302734375
2631,f1320_10[TZER].png.min,Thresh to Zero,136,2,41,0.752197265625
2632,f1498_03[TZER].png.min,Thresh to Zero,109,1,40,2.0048828125
2633,s1337_02[TZER].png.min,Thresh to Zero,85,3,32,1.8603515625
2634,f1428_07.png.min,No Filter,127,4,18,2.507080078125
2635,f1321_06[TOZI].png.min,Thresh to Zero Invert,320,3,34,2.107666015625
2636,f1415_08[BINA].png.min,Binary,14,3,27,0.28955078125
2637,s1256_07[TOZI].png.min,Thresh to Zero Invert,94,1,49,1.818115234375
2638,s1340_01.png.min,No Filter,129,4,13,2.09130859375
2639,s1292_07.png.min,No Filter,154,4,17,2.386962890625
2640,f1268_02[TZER].png.min,Thresh to Zero,77,4,23,0.845458984375
2641,f1284_05.png.min,No Filter,82,2,15,2.44775390625
2642,f1355_05.png.min,No Filter,162,3,49,1.56640625
2643,f1376_08[BINA].png.min,Binary,29,5,19,1.24951171875
2644,f1446_03[TOZI].png.min,Thresh to Zero Invert,201,2,27,2.22802734375
2645,f1362_01[BINA].png.min,Binary,136,3,38,2.268798828125
2646,f1334_08[BINA].png.min,Binary,81,4,5,1.225830078125
2647,f1442_07[BINA].png.min,Binary,140,3,44,0.084228515625
2648,s1394_07[TOZI].png.min,Thresh to Zero Invert,217,3,20,1.50439453125
2649,f1429_06[TOZI].png.min,Thresh to Zero Invert,272,2,26,1.083251953125
2650,f1493_08[TZER].png.min,Thresh to Zero,93,3,35,2.620849609375
2651,s1333_08[BINA].png.min,Binary,91,3,35,0.848876953125
2652,s1427_10[TRUC].png.min,Trunc,81,3,22,2.43505859375
2653,s1368_06[BINV].png.min,Binary Invert,140,1,54,1.76904296875
2654,s1469_04[TZER].png.min,Thresh to Zero,95,2,46,0.610107421875
2655,f1262_01[TZER].png.min,Thresh to Zero,121,2,3,1.256103515625
